Accession;T1-02B001;T2-02B001;T3-02B001;T4-02B001;T5-02B001;T6-02B001;T7-02B001;T8-02B001;T1-02B002;T2-02B002;T3-02B002;T4-02B002;T1-02B004;T2-02B004;T3-02B004;T4-02B004;T5-02B004;T6-02B004;T7-02B004;T8-02B004;T1-02B006;T2-02B006;T3-02B006;T4-02B006;T5-02B006;T6-02B006;T7-02B006;T1-02B007;T2-02B007;T3-02B007;T4-02B007;T5-02B007;T6-02B007;T1-02B008;T2-02B008;T4-02B008;T6-02B008;T7-02B008;T1-02B009;T2-02B009;T3-02B009;T4-02B009;T5-02B009;T6-02B009;T7-02B009;T8-02B009;T1-02B010;T2-02B010;T3-02B010;T4-02B010;T5-02B010;T6-02B010;T7-02B010;T8-02B010;T1-02A001;T2-02A001;T3-02A001;T4-02A001;T5-02A001;T6-02A001;T7-02A001;T1-02A015;T2-02A015;T3-02A015;T4-02A015;T5-02A015;T6-02A015;T7-02A015;T1-02A020;T2-02A020;T3-02A020;T4-02A020;T5-02A020;T6-02A020;T7-02A020;T1-02A021;T2-02A021;T3-02A021;T4-02A021;T5-02A021;T6-02A021;T7-02A021;T2-02A022;T3-02A022;T4-02A022;T5-02A022;T6-02A022;T7-02A022;T1-02A023;T2-02A023;T3-02A023;T4-02A023;T5-02A023;T6-02A023;T1-02A025;T2-02A025;T3-02A025;T4-02A025;T5-02A025;T6-02A025;T7-02A025;T1-02A029;T2-02A029;T3-02A029;T4-02A029;T5-02A029;T6-02A029;T7-02A029
P22061;357,4;311,7;92,6;30,3;45,9;23,1;26,7;7,9;697,8;551,5;38,6;78,5;1031,5;547,7;545,9;4,4;24;14,2;21,8;5,3;425,3;306,7;43,5;48,5;88;73,8;86,1;79,3;66,2;30,3;54,4;28,1;33,8;419,5;86,7;23,1;24,4;28,9;776,5;401,7;230,2;69,7;261,8;158;201,9;246,8;113,6;86,6;47,3;68,1;45,1;32,2;32,1;32,8;95,25065963;176,6051011;88,39050132;125,0659631;132,1020229;137,1152155;132,1020229;130,9682805;76,79465776;77,37896494;122,9549249;142,9048414;182,2203673;139,4824708;151,0869565;67,85714286;217,8571429;75,93167702;166,7701863;88,97515528;115,2173913;57,41029641;37,38949558;48,20592824;40,30161206;30,57722309;30,36921477;43,31773271;190,8163265;54,59183673;129,2091837;33,03571429;178,0612245;262,8826531;112,5252525;101,3131313;117,3737374;79,8989899;75,75757576;71,51515152;103,4141959;93,62084456;110,4222821;67,38544474;66,66666667;110,5121294;76,28032345;150,9463722;165,1419558;155,8359621;191,955836;131,0725552;162,3028391;144,7949527
P22102;;;;;;;;;177,8;175,9;25,8;36,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;199,3846154;62,46153846;87,8974359;209,3333333;154,8717949;141,8461538;114,0512821;307,3298429;34,34554974;182,617801;229,2146597;162,9319372;219,5811518;128,7958115;181,7307692;54,80769231;81,73076923;63,63636364;46,59090909;70,8041958;62,23776224;77,14884696;40,04192872;89,51781971;19,70649895;67,7148847;126,4150943;;;;;;;120,8770257;80,55290753;80,45757865;45,09056244;60,72449952;75,02383222;52,24022879;;;;;;;
P22314;855,6;593,1;378;74,5;199,2;142;226,6;62,5;124,2;168,8;120,1;46,3;286,4;243,4;145,1;874,2;364,4;748,6;1403,5;762,4;81,9;94,9;100,1;114,6;58,3;73,5;34,9;14,5;9,1;6,7;47,7;6,7;22,3;6;17,7;18,1;4,9;11,8;58,7;40,2;18,9;389,1;38,6;25,9;38,4;52;94,3;107,7;81,1;116,6;40,8;70,2;38,6;31,5;64,78382148;26,29009763;52,82426778;20,50209205;19,63040446;43,61924686;14,05160391;46,70818505;15,12455516;26,11209964;44,30604982;19,12811388;22,15302491;33,54092527;62,3182207;42,94268606;28,87082977;197,6047904;38,23781009;319,1616766;74,7219846;55,00667557;19,00311526;17,97952826;16,64441478;13,48464619;21,36181575;32,97730307;65,19959058;85,05629478;114,8413511;36,64278403;72,4667349;123,1320368;94,80812641;61,32430399;117,8329571;91,79834462;58,23927765;52,82167043;113,253012;96,98795181;120,9839357;55,52208835;72,59036145;120,1807229;59,437751;99,03780069;38,28178694;54,7766323;47,6975945;43,84879725;39,58762887;22,40549828
P22352;234,2;57,4;92,1;25,1;113,6;89,8;124,9;53,6;37,6;39,2;131;112,2;;;;;;;;;94,6;97,8;143,5;283,8;74,6;162,3;147;294,8;222,3;233,7;185,9;345,4;160,7;156,7;152,8;337,8;288,4;147,4;76,8;71,2;154,2;112;120,7;67,5;115,5;106,3;141,3;167,7;136,6;107,1;155,1;127,9;118,6;114,5;66,96764485;63,58164033;93,15274643;85,02633559;85,77878104;71,63280662;105,6433409;81,63054696;121,6718266;160,0619195;130,0309598;114,8606811;101,754386;140,247678;54,01284109;124,5585875;84,51043339;152,1669342;90,93097913;111,9582665;95,5858748;66,26865672;76,79104478;85,44776119;97,68656716;72,46268657;67,91044776;68,28358209;112,7236581;59,2445328;143,7375746;109,5427435;75,74552684;67,5944334;102,0661157;79,02892562;171,177686;202,9958678;144,0082645;286,4669421;84,13205538;147,9233227;71,35250266;100,4259851;132,4813632;78,16826411;119,1693291;83,4622824;68,85880077;75,53191489;66,6344294;78,14313346;50,77369439;106,7698259
P22392;;;;;;;;;247;184;89,4;97,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;463,5;266,2;245;201,1;89,8;234,2;103,7;96,9;19,89006515;5,903908795;68,72964169;7,53257329;13,98615635;42,7728013;6,555374593;;;;;;;;70,76167076;136,019656;52,48157248;224,1277641;64,32432432;240,4422604;105,2579853;;;;;;;;44,03131115;50,68493151;51,79386823;33,00717547;41,61774299;44,1617743;86,01398601;134,8096348;120,8236208;138,1507382;134,6542347;117,5602176;397,1299094;222,9607251;362,2356495;131,7220544;198,0362538;300;100,3021148;;;;;;;
P22460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92,34875445;33,80782918;186,8327402;122,9537367;718,1494662;24,3772242;74,73309609;68,97133221;521,9224283;171,5008432;223,777403;109,1062395;845,3625632;561,7200675;72,27979275;42,22797927;429,5336788;37,30569948;133,6787565;130,1813472;;;;;;;78,71621622;78,37837838;36,82432432;50,78828829;200,1126126;75;135,2477477;100,7331378;138,1231672;203,6656891;82,99120235;90,02932551;86,07038123;216,2756598
P22626;;;;;;;;;54,8;133,6;14;18,9;;;;;;;;;344,6;117,2;6,5;48,6;33;12,3;21,4;119,9;123,1;77,4;68,1;18,3;40,1;;;;;;117,2;263,8;300,4;3;216,4;103,6;88;67,6;191,3;249,7;112,5;192,2;52,7;199,4;53,4;133,8;106,7180617;118,6123348;108,2599119;90,969163;93,94273128;103,4140969;127,6431718;159,6418733;253,4435262;164,8760331;142,9752066;153,1680441;211,2947658;111,2947658;153,2846715;101,3555787;89,57247132;84,15015641;77,37226277;128,2586027;108,8633994;386,0627178;142,1602787;53,1358885;51,91637631;133,6236934;162,543554;192,3344948;156,5096953;40,4432133;75,76177285;42,65927978;334,3490305;53,87811634;263,8263666;69,77491961;40,19292605;63,02250804;24,11575563;44,21221865;178,7204451;113,3518776;135,744089;61,33518776;72,18358832;160,5006954;71,62726008;180,041365;54,49844881;78,90382627;92,55429162;76,73216132;91,31334023;66,59772492
P22681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135,1403679;41,23910939;59,6321394;100,9680542;100,4840271;74,92739593;69,11907067;91,73553719;31,184573;58,34710744;100,7713499;59,39393939;111,9008264;60,60606061;185,971686;118,2754183;172,3294723;166,9240669;237,3230373;79,27927928;114,8005148;;;;;;;250,1210654;65,13317191;71,67070218;33,77723971;97,21549637;56,65859564;198,655914;57,66129032;101,7473118;97,31182796;75,2688172;89,24731183;95,02688172;;;;;;;
P22692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107,1;113,9;128,1;114,8;133;163,5;169,4;148,7;976,6990291;316,0194175;305,8252427;179,1262136;61,65048544;275,7281553;199,0291262;263,539823;235,5752212;538,7610619;174,159292;236,6371681;215,0442478;244,0707965;309,2307692;178,4615385;323,0769231;256,6153846;223,3846154;100,6153846;276,3076923;156,6878981;340,1273885;238,641189;199,1507431;269,4267516;171,5498938;205,3078556;;;;;;;165,2255639;121,6165414;86,27819549;55,82706767;42,29323308;93,23308271;131,2820513;272,4786325;267,1794872;108,3760684;265,4700855;129,9145299;290,4273504;;;;;;;
P22735;28,5;84,6;30,7;51,2;623,8;5657,7;3811,3;2933,3;3,4;9,3;16;2,9;;;;;;;;;2,9;5,6;17,3;11,7;13,8;30,9;137,3;;;;;;;7,6;1,1;137,2;13,2;55,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179,589372;79,58937198;437,6811594;146,8599034;172,9468599;76,20772947;71,1352657;145,6410256;81,02564103;259,1452991;51,11111111;189,2307692;199,6581197;70,155902;279,3986637;194,8775056;147,2160356;223,0512249;242,3162584;142,9680759;91,19930975;287,1440897;153,7532355;190,4227783;40,12079379;45,47023296;110,840708;97,12389381;145,1327434;147,7876106;296,9026549;279,6460177;244,2477876
P22792;2,9;2,1;2;44;1,5;3,1;4,7;1,4;1,8;6,5;53,2;47,1;0,4;3,3;4;204,7;86,2;0,4;73,7;31,6;2,1;10,5;176;36,8;48,7;16,7;40,5;5,8;13,2;29,2;48,8;24,1;78;18,5;18,1;115,9;4,6;11,5;2,3;12,3;7,5;0,8;29,1;2,8;5,7;33,9;7,2;15,9;8,5;17,5;32,5;9,1;6,5;7,4;22,85310734;12,42937853;54,94350282;14,63276836;21,3559322;36,75141243;22,03389831;7,210548002;7,725587145;5,29460239;7,210548002;6,262875979;4,305727235;4,037906881;20,69128788;50,99431818;17,75568182;210,1325758;17,70833333;161,6950758;70,88068182;17,53958587;47,99025579;10,1502233;22,98010556;11,81485993;57,73447016;39,62647178;22,31740307;11,76735798;10,4147881;6,357078449;8,566275924;7,799819657;38,54334515;25,42700612;53,07766677;36,57750564;40,76699968;21,97873026;27,46828461;15,99558742;16,5471594;21,78709322;35,19029233;37,23110866;44,4015444;29,02800659;29,09390445;40,69192751;32,12520593;33,27841845;31,33443163;23,75617792
P22894;1,5;57,9;43,9;68,1;25,5;39,4;36,1;15,9;3,9;74,6;79,8;59,7;11;55,8;143,3;90,4;121,5;125,6;212,5;236,2;4;87,1;149,1;129,3;110,4;170,6;165,9;5;40,5;70,6;71,2;113;61,9;4,7;85,6;114,4;65;116,2;4,4;108,7;118,7;84,7;140,7;82,5;67,6;154,3;3,7;46,4;35,2;45;103,8;42,8;55,1;40;58,86524823;30,56737589;107,3758865;143,7588652;58,72340426;109,929078;106,5248227;15,84592882;31,05802048;30,47294003;58,84934178;32,95953194;51,24329595;61,33593369;55,27883054;49,97292907;92,04114781;171,6838116;265,9989172;326,7460747;44,28803465;33,19502075;51,15589804;60,81802015;75,16301126;41,31594547;98,63663308;62,95198577;81,50248051;24,02551382;74,34443657;17,22182849;51,09851169;34,16017009;63,95209581;94,13173653;70,77844311;50,89820359;64,19161677;29,7005988;77,59924386;58,79017013;85,06616257;52,45746692;81,75803403;82,98676749;79,96219282;65,0035137;74,84188335;64,01967674;51,44061841;37,59662684;48,55938159;36,68306395
P22897;70,8;53,8;32,5;119,8;114,2;197,5;115;236,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,33333333;72,96296296;102,962963;152,2222222;139,6296296;134,0740741;240;93,55828221;467,791411;105,5214724;1679,141104;174,8466258;706,1349693;1083,128834;148,447205;459,6273292;555,9006211;443,4782609;378,2608696;552,7950311;866,4596273;297,4647887;194,6478873;314,9295775;1090,985915;119,4366197;213,2394366;68,06722689;128,9915966;122,6890756;205,6722689;142,2268908;275;93,36870027;149,071618;183,8196286;246,9496021;551,7241379;306,8965517;290,4509284;164,516129;204,1935484;149,0322581;187,7419355;193,2258065;387,4193548;187,7419355
P23142;18;17,9;15,2;30,3;22;46;25,4;173,9;13,7;37,4;48,5;70,3;16,9;11,2;22,8;315,7;320,7;22,1;24,7;43,1;12,5;47,7;195,4;24;53,5;9,9;34,5;16,7;17,6;33;66,1;27,9;68,1;17,2;32,2;51,6;33,7;134,6;18,5;73,4;62,5;15,8;61,9;15,4;53;71,6;34,1;46,8;37,4;29,6;82,1;14;45,6;57,1;126,2890955;27,0498732;86,4750634;37,61622992;46,66103128;42,51901944;86,98224852;26,31993696;27,58077226;29,94483846;46,25689519;37,8250591;39,08589441;84,86997636;62,98342541;313,6279926;49,35543278;947,6058932;76,97974217;544,2909761;230,0184162;50;127,8827977;42,81663516;63,61058601;33,08128544;57,56143667;74,00756144;94,3220339;58,72881356;115,8474576;164,4915254;49,57627119;65;87,1743487;43,18637275;91,98396794;112,0240481;144,0881764;113,1262525;67,05069124;48,38709677;62,44239631;58,98617512;128,3410138;74,30875576;93,5483871;87,4715262;49,43052392;42,3690205;35,53530752;40,31890661;37,01594533;42,82460137
P23142-4;22,2;14,8;19,7;21;21,8;23,2;17,9;12;5,8;22,3;17,9;73,2;115,7;159,7;90,3;2,9;4,1;3,3;4,4;6,9;23,5;33,8;46;13;33,6;5,4;8;24,3;37,5;41,5;62,8;37,3;90,3;17;30,3;88,2;19,3;28,1;25,9;59,6;63,7;1,1;59,5;14,5;29,6;61,5;71,1;117,6;98,6;37,8;80,8;48,3;68,7;52,1;97,51412429;47,79661017;107,5706215;55,02824859;60,2259887;57,51412429;102,4858757;43,35596508;84,09311348;106,5955383;87,39088264;100,6789525;85,64500485;266,9253152;53,26492537;287,6865672;64,27238806;589,4589552;80,59701493;266,1380597;252,6119403;42,42125984;77,46062992;49,70472441;75,39370079;91,83070866;46,16141732;60,03937008;157,8266494;79,17205692;154,5924968;222,6390686;104,915912;124,5795602;64,17624521;82,47126437;115,0383142;152,2030651;149,8084291;180,7471264;44,44444444;73,46743295;40,70881226;101,3409962;103,8314176;79,40613027;124,2337165;74,3852459;66,80327869;40,06147541;78,79098361;95,5942623;86,57786885;66,70081967
P23246;83;258;131,5;158,2;69,5;11,6;17,7;4;62,2;107,5;152;161,5;73,2;234,9;326,7;235;77,2;3,9;6,8;7,3;255,8;121;184,1;152,5;161,6;41,2;9,8;23,5;41,2;34,7;88,2;19,8;26,7;10,9;16,4;35,9;7,6;9,4;70,4;218,6;71,2;59,3;236,3;49,4;110,4;74,2;99,4;61,4;46;162;62;77,3;55;65,5;387,1287129;384,8656294;102,8288543;126,4497878;138,4724187;172,7015559;75,95473833;254,566474;87,05202312;112,3699422;193,2947977;219,4219653;161,9653179;143,699422;68,38487973;18,55670103;130,9278351;39,06071019;93,81443299;100,5727377;27,3768614;229,7927461;64,68048359;54,14507772;43,60967185;51,55440415;53,45423143;39,46459413;214,4869215;18,5110664;185,110664;42,45472837;301,2072435;248,8933602;219,3293886;116,17357;77,71203156;39,2504931;37,86982249;67,85009862;225,8181818;153,2727273;246;110,5454545;77,09090909;238,5454545;99,09090909;244,7140381;221,1438475;224,4367418;346,7937608;150,779896;255,6325823;112,4783362
P23284;21,6;314,6;190;180,6;109;110,3;164;150,9;131,4;95,1;95,9;140,9;;;;;;;;;75,2;90,1;290,8;283,7;175,3;265,5;121,6;18,3;99,8;64;255,9;51,6;25,8;;;;;;47,5;86,7;40,4;55,5;82,1;50,1;91,1;140,6;42,1;83,4;62,7;55;89,2;65,6;58,4;81,5;56,13433859;43,31734064;44,48252228;40,98697738;53,80397533;65,66141193;46,05894448;73,10673822;57,36434109;70,72152654;80,85867621;176,4460346;57,84138342;54,80023852;172,962963;93,08641975;160,2469136;160;213,4567901;178,7654321;113,8271605;;;;;;;;61,55913978;69,17562724;71,23655914;52,3297491;94,80286738;98,29749104;55,02555366;114,4804089;167,120954;79,13117547;112,7768313;79,13117547;70,92671108;71,22955784;129,7395518;62,26529376;45,18473652;56,81405209;38,27983041;88,96734334;47,21977052;72,99205649;80,75904678;48,89673433;75,81641659;46,77846425
P23368;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,8;5,4;3,3;26,2;5,3;28,7;;;;;;;;;;;;;;105,9;106,3;108,7;134,4;86,6;95,2;77,2;102,9;;;;;;;;;;;;;;;11,41141141;16,86686687;8,808808809;273,2982983;15,61561562;288,4134134;39,53953954;47,85251216;25,08103728;14,99189627;16,00486224;12,80388979;25,85089141;19,28687196;121,7245241;235,9462486;136,506159;90,36954087;108,5106383;180,9630459;;;;;;;79,29956223;66,16635397;244,2151345;86,05378361;41,58849281;153,8461538;31,33208255;;;;;;;
P23381;4637,3;265,4;367,6;243,8;817,3;2349,3;5449,8;576,1;422,9;34,9;19,7;75,4;;;;;;;;;436,4;22,1;118,8;22,9;41,2;62,2;51,4;9,4;5;6,9;61,7;2,5;23,6;7,7;7,9;16,2;7;7,2;;;;;;;;;95,1;49,6;63,1;78,9;78,9;61,3;76,8;65,7;432,4596774;327,6209677;87,90322581;65,52419355;68,9516129;90,12096774;104,4354839;169,6390658;35,45647558;56,26326964;32,27176221;36,19957537;33,22717622;30,14861996;29,22396857;1,890962672;0,564833006;87,74557957;2,161100196;63,55599214;13,26129666;359,6182085;57,56240822;74,30249633;43,17180617;32,15859031;63,14243759;64,46402349;52,5;79,21875;63,28125;103,28125;69,0625;74,53125;251,5706806;1107,329843;236,6492147;96,72774869;84,16230366;94,63350785;294,8028674;154,6594982;441,0394265;179,5698925;164,1577061;234,5878136;157,1684588;308,9473684;21,75438596;23,15789474;40,35087719;38,24561404;60,52631579;16,49122807
P23396;521,2;89,1;74,6;15,4;64,4;81,4;152;151,4;450,3;100,7;2,6;47,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;355,5299539;368,4331797;18,0875576;53,91705069;73,04147465;35,94470046;78,22580645;221,0576015;51,27478754;65,43909348;92,5401322;158,0736544;114,1643059;60,71765817;101,5732547;21,5339233;116,8141593;23,20550639;77,67944936;30,18682399;24,77876106;299,0077178;47,18853363;89,85667034;59,97794928;62,95479603;121,0584344;93,16427784;62,84023669;21,30177515;75,85798817;25,91715976;53,96449704;77,3964497;162,4215247;54,61883408;25,56053812;33,3632287;38,65470852;59,9103139;276,146789;46,23853211;73,85321101;37,98165138;80,91743119;31,74311927;40,64220183;362,5282167;88,26185102;173,9277652;116,027088;74,49209932;94,69525959;108,8036117
P23497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140,2173913;110,8695652;273,447205;80,90062112;270,4968944;247,2049689;277,3291925;;;;;;;;659,7014925;105,9701493;469,0298507;54,85074627;607,8358209;1172,014925;131,38833;184,305835;357,9476861;274,0442656;75,25150905;100,6036217;468,952381;381,9047619;467,2380952;185,7142857;130,8571429;387,6190476;164,3809524;228,7634409;277,9569892;237,3655914;284,4086022;134,9462366;119,3548387;84,13978495
P23526;44,5;70,7;29,2;155,1;40;40,9;22;15,2;34,5;35,7;172,5;49,5;160,1;68,4;81,5;76,4;95,3;7,3;3,7;6;11,3;13,6;264,9;254,4;51,5;121,2;63,7;9,4;12,1;21,1;113,9;20,1;90,7;27,1;27,9;118,4;9,8;29,3;10,5;48,7;17;153,5;54,8;18,1;77,5;84,3;156,2;124,7;121,9;62;114,9;100,4;91,6;103,1;46,46519158;35,02428494;96,49217485;34,05288721;47,76038856;66,81057744;42,57960065;18,9005384;10,22952678;11,36299235;22,78265798;17,51204307;13,11986398;18,1071125;37,69774487;30,79771121;76,20329855;137,2938405;83,50723662;109,559071;39,71726691;33,67697595;21,82130584;16,94158076;12,57731959;6,76975945;33,91752577;16,63230241;30,09373458;34,92846571;34,38579181;28,46571288;15,09620128;18,05624075;61,31877362;29,27341453;77,27845443;56,27887442;81,81436371;43,8051239;48,38152784;19,50798446;39,57703927;27,49244713;29,00302115;33,96633578;19,37850669;63,91576551;59,64712578;61,58224246;67,2168469;53,95560615;50,48377917;38,58850313
P23786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204,0816327;266,9867947;84,51380552;47,17887155;27,37094838;73,58943577;35,77430972;104,6728972;59,64316058;58,19881054;108,3262532;92,86321155;80,54375531;76,63551402;;;;;;;;163,3889377;34,15276558;29,32396839;18,52502195;28,27041264;47,23441615;32,22124671;139,9141631;122,8898426;154,3633763;375,2503577;154,0772532;318,1688126;117,8533475;125,1859724;125,1859724;89,05419766;112,0085016;44,84590861;204,2647059;83,82352941;206,1764706;98,82352941;83,97058824;146,3235294;74,11764706;89,89637306;79,2746114;72,02072539;77,72020725;79,14507772;84,32642487;48,05699482
P24158;3,7;14,7;8,3;302,4;10;22,2;18,1;21;5,3;3,9;230,2;2;5,4;9,4;13;669,5;519,8;1414,7;1963,2;1485,2;10,4;11,9;696,5;581,7;22,2;720,5;547,6;2,8;2,8;5,1;69;4,8;84,9;11,6;21,2;28,7;44,5;47,4;4;9;6;552,8;6,8;8,3;12,1;165,6;2,3;3,5;2,7;21,8;3,4;4,4;4;3,4;9,23420465;3,717325627;18,35019046;4,229607251;3,822409037;11,83501905;1,865230527;5,186902347;4,361054767;3,897421037;5,37525355;3,622138511;3,622138511;4,08577224;17,75286148;19,94861014;11,63279608;124,4335436;13,43144125;181,2894184;26,25554777;7,940161105;6,329113924;4,849580799;5,753739931;4,931777084;8,005918133;6,559263521;13,31747919;73,03804994;13,19857313;17,09274673;23,57312723;14,83353151;27,87058575;11,37661239;25,5656587;18,35483189;24,55064496;10,15013745;29,81414559;5,05937016;9,44759938;8,208569954;10,40268456;11,04801239;7,434176562;23,75469337;1,326658323;3,178973717;1,927409262;1,526908636;1,852315394;1,201501877
P24666;797;73,7;29;18,5;21,2;4,6;29,4;32;1149,7;147,6;34,8;35;;;;;;;;;670,2;31,3;11,1;8,9;25,4;11,9;117,7;140,3;12;15,8;11,1;12,6;13,2;72,3;7,1;19,1;10,7;8,4;;;;;;;;;399,8;25,8;22,1;28,9;18,5;9,2;13,6;21,9;29,35949648;34,02443539;21,80673825;21,436505;28,17475009;20,77008515;18,25249907;;;;;;;;;;;;;;;19,25960637;10,8950328;54,99062793;32,84910965;6,935332709;21,579194;30,64667291;;;;;;;24,750499;28,07717898;84,96340652;70,79174983;134,8636061;50,166334;21,5379494;18,17576565;27,99600533;22,436751;21,27163782;25,03328895;17,60985353;39,32107496;38,61386139;19,56624234;38,66100896;35,17208864;50,02357379;30,12729844
P24821-4;93,2;55,7;199,5;118,7;178,8;680,8;800,7;219,1;5,5;7,5;20,4;81,2;;;;;;;;;2,6;16,7;9,3;5,1;33,4;3,2;0,4;6,7;7,1;61,8;70,8;32,4;164,2;10,5;3,9;62;22,1;33,7;68,6;31,1;533,6;6;566,5;551;132,5;60,9;17,3;23;370,3;32,3;47,6;66,8;57,5;49,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P25098;28,7;391,3;298,3;8,5;72,6;3,3;23,7;25,5;;;;;;;;;;;;;;;;;;;;27,5;296,2;282;36,8;168,4;20,7;;;;;;;;;;;;;;;;;;;;;;200,0796813;176,0159363;67,25099602;62,78884462;56,65338645;75,29880478;94,66135458;41,90207156;20,19774011;15,56026365;46,44538606;46,35122411;70,88041431;21,09227872;215,2416357;36,61710037;192,1933086;92,10037175;244,2379182;139,2193309;61,52416357;182,300885;67,92035398;51,7699115;57,19026549;57,52212389;86,39380531;65,48672566;100,729927;59,27007299;103,3576642;24,37956204;30,0729927;39,27007299;;;;;;;916,0869565;181,9565217;206,0869565;1,086956522;116,3043478;57,17391304;65,65217391;;;;;;;
P25311;70;12,8;82,7;26,4;30,5;211,3;24,1;23,4;87,6;185,9;76,6;54,3;;;;;;;;;106,6;82,9;14,9;93,7;21,8;77,3;55,7;36,5;92,3;63,7;90,2;134,4;38;;;;;;;;;;;;;;135,5;220,8;215,7;118,9;410,5;114,5;323,9;270;29,14862915;34,1991342;72,72727273;112,1212121;106,6378066;68,97546898;205,3391053;67,1875;47,72727273;56,03693182;33,52272727;23,72159091;38,06818182;53,62215909;47,02081838;138,9806174;30,29432879;344,7236181;48,95908112;177,8176597;218,0904523;37,7092511;125,4625551;45,37444934;43,6123348;53,65638767;104,4052863;42,99559471;36,54434251;323,088685;52,14067278;54,43425076;24,617737;29,05198777;130,2985075;101,9402985;166,2686567;161,0447761;75,37313433;106,2686567;196,7836257;109,3567251;107,8947368;204,3859649;88,74269006;86,25730994;88,59649123;169,5538058;43,30708661;84,64566929;25,45931759;169,2913386;54,85564304;69,42257218
P25398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,3;15,4;98,9;73,6;527,9;411,6;230,8;132,1;51,4;126,4;110,3;61,7;89,4;532,6;291,7;220,7;245,1;279,2;232,3;303,1;383,2;;;;;;;;923,9067055;22,1574344;190,0874636;47,81341108;81,34110787;6,413994169;63,8483965;;;;;;;;2714,285714;101,0204082;162,244898;186,7346939;7,653061224;231,122449;269,8979592;;;;;;;;;;;;;;;;;;;;;;;;;;
P25685;560,2;28,8;22,4;28;9,5;28,7;20,3;38;1289,2;440,3;18,7;18,1;939,4;37,9;112,9;7,1;10,7;10,9;5,9;26,7;1567,7;110,7;35,4;23,8;32,9;23,2;27,1;562,3;60,1;31,4;16;24,9;32;572,6;21,7;27;14,3;25,4;2745,7;80,2;138;22,1;158,1;0,6;6,3;4,7;1078,3;212,7;153,8;24,8;48,1;46,6;106,1;104,6;;;;;;;;132,0543093;28,21723731;38,66587957;65,87957497;117,5324675;145,9268005;46,34002361;;;;;;;;112,9830918;18,65942029;25,96618357;13,28502415;25,36231884;32,12560386;14,25120773;;;;;;;;;;;;;;;;;;;;81,79736691;115,9129937;90,95592444;104,9799657;56,6685747;52,08929594;65,5409273
P25705;;;;;;;;;499,4;90,6;11;51,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;258,9;135,4;65,4;39,4;89,5;72,9;104,1;111;;;;;;;;207,797271;81,48148148;75,43859649;142,6900585;166,2768031;161,0136452;102,9239766;85,64437194;44,86133768;135,3996737;96,73735726;689,7226754;86,94942904;229,0375204;266,3082437;143,7275986;65,71087216;64,27718041;82,07885305;137,9928315;97,96893668;163,4674923;37,15170279;487,6160991;32,97213622;180,495356;124,9226006;;;;;;;336,1918605;105,9593023;249,4186047;118,3139535;96,0755814;78,77906977;72,6744186;199,0238612;150,2169197;125,1626898;159,3275488;77,44034707;104,8806941;76,13882863
P25774;47,6;168,8;161,7;152,1;166,6;174,6;191,5;125,6;45;129,2;130,2;311;59;160,3;178,1;157,7;118,8;395,8;9,3;233,5;48,1;186,1;52,3;95,7;195,6;110,1;190,3;16,7;46,8;50,8;98,6;49,2;144;5,7;43,1;48,3;32,3;75,6;64,2;188,7;86,3;54,7;264;198,8;358,9;256,9;32,4;161,4;87,6;83,1;76,4;136,5;60,9;44,7;115,1173709;109,4835681;171,8309859;137,5586854;158,2159624;211,9248826;167,6056338;79,60710945;73,71375117;59,494855;111,3189897;86,8101029;101,8709074;115,8091674;97,89569991;167,7950595;86,00182983;226,6239707;90,30192132;257,8225069;154,5288198;66,23222749;105,6872038;67,18009479;67,18009479;59,24170616;97,86729858;78,19905213;148,6111111;214,5833333;141,6666667;114,2361111;134,375;144,4444444;130,1346801;254,040404;281,6498316;184,8484848;209,0909091;188,047138;191,6376307;187,28223;327,8745645;208,0139373;183,7979094;451,9163763;215,8536585;111,3502935;113,5029354;84,93150685;135,4207436;96,47749511;173,5812133;89,04109589
